invoice,customer_id,country,invoice_date,invoice_date_only,invoice_year,invoice_month,invoice_yearmonth,day_of_week,line_item_count,distinct_products,total_quantity,order_revenue
555161,12423,Belgium,2011-06-01 09:26:00,2011-06-01,2011,6,2011-06,Wednesday,4,4,56,69.92
555162,12473,Germany,2011-06-01 10:15:00,2011-06-01,2011,6,2011-06,Wednesday,33,33,528,589.69
555164,14646,Netherlands,2011-06-01 10:24:00,2011-06-01,2011,6,2011-06,Wednesday,13,13,1836,3623.2
555194,16422,United Kingdom,2011-06-01 11:13:00,2011-06-01,2011,6,2011-06,Wednesday,7,7,524,588.36
555195,15240,United Kingdom,2011-06-01 11:27:00,2011-06-01,2011,6,2011-06,Wednesday,20,20,245,416.28
555198,15916,United Kingdom,2011-06-01 11:52:00,2011-06-01,2011,6,2011-06,Wednesday,9,9,65,113.35
555199,14606,United Kingdom,2011-06-01 12:05:00,2011-06-01,2011,6,2011-06,Wednesday,29,29,57,109.37
555200,17315,United Kingdom,2011-06-01 12:05:00,2011-06-01,2011,6,2011-06,Wednesday,13,13,177,262.61
555201,16969,United Kingdom,2011-06-01 12:10:00,2011-06-01,2011,6,2011-06,Wednesday,27,27,388,397.36
555202,16813,United Kingdom,2011-06-01 12:11:00,2011-06-01,2011,6,2011-06,Wednesday,34,33,66,110.55
555203,17191,United Kingdom,2011-06-01 12:13:00,2011-06-01,2011,6,2011-06,Wednesday,36,36,160,354.82
555207,16818,United Kingdom,2011-06-01 12:19:00,2011-06-01,2011,6,2011-06,Wednesday,24,24,253,421.73
555213,13094,United Kingdom,2011-06-01 12:22:00,2011-06-01,2011,6,2011-06,Wednesday,2,2,144,152.64
555232,14597,United Kingdom,2011-06-01 12:33:00,2011-06-01,2011,6,2011-06,Wednesday,3,3,118,165.1
555233,13917,United Kingdom,2011-06-01 12:46:00,2011-06-01,2011,6,2011-06,Wednesday,5,5,38,65.38
555234,14515,United Kingdom,2011-06-01 12:54:00,2011-06-01,2011,6,2011-06,Wednesday,14,14,194,340.25
555240,15039,United Kingdom,2011-06-01 13:07:00,2011-06-01,2011,6,2011-06,Wednesday,31,31,151,213.86
555241,14377,United Kingdom,2011-06-01 13:32:00,2011-06-01,2011,6,2011-06,Wednesday,7,7,95,302.45
555242,16424,United Kingdom,2011-06-01 13:40:00,2011-06-01,2011,6,2011-06,Wednesday,5,5,88,133.56
555243,13475,United Kingdom,2011-06-01 13:52:00,2011-06-01,2011,6,2011-06,Wednesday,7,7,78,153.3
555245,14800,United Kingdom,2011-06-01 14:12:00,2011-06-01,2011,6,2011-06,Wednesday,30,30,198,198.46
555247,14315,United Kingdom,2011-06-01 14:42:00,2011-06-01,2011,6,2011-06,Wednesday,10,10,128,325.8
555249,17472,United Kingdom,2011-06-01 14:57:00,2011-06-01,2011,6,2011-06,Wednesday,60,60,169,259.27
555251,13062,United Kingdom,2011-06-01 15:12:00,2011-06-01,2011,6,2011-06,Wednesday,11,11,343,346.98
555257,17596,United Kingdom,2011-06-01 15:28:00,2011-06-01,2011,6,2011-06,Wednesday,44,43,818,541.95
555259,13069,United Kingdom,2011-06-01 15:31:00,2011-06-01,2011,6,2011-06,Wednesday,2,2,44,90.6
555260,13263,United Kingdom,2011-06-01 15:34:00,2011-06-01,2011,6,2011-06,Wednesday,36,36,81,161.87
555263,15192,United Kingdom,2011-06-01 15:47:00,2011-06-01,2011,6,2011-06,Wednesday,25,25,441,422.99
555264,17757,United Kingdom,2011-06-01 16:03:00,2011-06-01,2011,6,2011-06,Wednesday,16,16,63,118.79
555266,15611,United Kingdom,2011-06-01 16:12:00,2011-06-01,2011,6,2011-06,Wednesday,3,3,12,100.6
555270,17723,United Kingdom,2011-06-01 16:23:00,2011-06-01,2011,6,2011-06,Wednesday,1,1,100,415.0
555279,16348,United Kingdom,2011-06-01 17:42:00,2011-06-01,2011,6,2011-06,Wednesday,28,27,66,127.62
555280,17162,United Kingdom,2011-06-02 09:02:00,2011-06-02,2011,6,2011-06,Thursday,11,11,135,233.92
555281,17162,United Kingdom,2011-06-02 09:03:00,2011-06-02,2011,6,2011-06,Thursday,3,3,6,47.75
555282,12709,Germany,2011-06-02 09:04:00,2011-06-02,2011,6,2011-06,Thursday,42,42,653,1225.26
555283,17162,United Kingdom,2011-06-02 09:04:00,2011-06-02,2011,6,2011-06,Thursday,4,4,42,64.3
555284,14298,United Kingdom,2011-06-02 09:37:00,2011-06-02,2011,6,2011-06,Thursday,105,105,3280,3056.72
555285,14298,United Kingdom,2011-06-02 09:38:00,2011-06-02,2011,6,2011-06,Thursday,1,1,186,362.7
555286,14298,United Kingdom,2011-06-02 09:40:00,2011-06-02,2011,6,2011-06,Thursday,2,2,36,51.0
555287,14298,United Kingdom,2011-06-02 09:42:00,2011-06-02,2011,6,2011-06,Thursday,5,5,146,214.94
555289,15078,United Kingdom,2011-06-02 10:00:00,2011-06-02,2011,6,2011-06,Thursday,14,14,188,345.7
555312,16484,United Kingdom,2011-06-02 10:39:00,2011-06-02,2011,6,2011-06,Thursday,18,18,152,285.7
555340,13334,United Kingdom,2011-06-02 11:33:00,2011-06-02,2011,6,2011-06,Thursday,84,84,514,1071.4
555343,15918,United Kingdom,2011-06-02 11:42:00,2011-06-02,2011,6,2011-06,Thursday,18,18,87,192.23
555344,15311,United Kingdom,2011-06-02 11:45:00,2011-06-02,2011,6,2011-06,Thursday,30,30,845,1541.98
555347,14389,United Kingdom,2011-06-02 12:04:00,2011-06-02,2011,6,2011-06,Thursday,19,19,189,311.14
555348,15184,United Kingdom,2011-06-02 12:06:00,2011-06-02,2011,6,2011-06,Thursday,20,20,73,235.23
555349,16729,United Kingdom,2011-06-02 12:08:00,2011-06-02,2011,6,2011-06,Thursday,31,31,262,294.69
555350,17652,United Kingdom,2011-06-02 12:08:00,2011-06-02,2011,6,2011-06,Thursday,49,49,388,811.36
555351,13408,United Kingdom,2011-06-02 12:37:00,2011-06-02,2011,6,2011-06,Thursday,7,7,212,397.8
555352,15838,United Kingdom,2011-06-02 12:46:00,2011-06-02,2011,6,2011-06,Thursday,11,11,1110,2105.98
555353,16928,United Kingdom,2011-06-02 13:22:00,2011-06-02,2011,6,2011-06,Thursday,12,12,118,156.2
555356,16672,United Kingdom,2011-06-02 13:29:00,2011-06-02,2011,6,2011-06,Thursday,4,4,96,352.8
555359,18135,United Kingdom,2011-06-02 14:04:00,2011-06-02,2011,6,2011-06,Thursday,10,9,88,109.82
555363,14453,United Kingdom,2011-06-02 14:15:00,2011-06-02,2011,6,2011-06,Thursday,22,22,49,119.93
555367,17900,United Kingdom,2011-06-02 14:28:00,2011-06-02,2011,6,2011-06,Thursday,4,4,49,79.8
555368,13437,United Kingdom,2011-06-02 14:30:00,2011-06-02,2011,6,2011-06,Thursday,80,80,398,1440.9
555381,17900,United Kingdom,2011-06-02 14:38:00,2011-06-02,2011,6,2011-06,Thursday,2,2,24,32.4
555382,17133,United Kingdom,2011-06-02 14:46:00,2011-06-02,2011,6,2011-06,Thursday,5,5,728,1437.12
555383,12517,Germany,2011-06-02 15:13:00,2011-06-02,2011,6,2011-06,Thursday,132,125,413,749.7
555385,15658,United Kingdom,2011-06-02 15:22:00,2011-06-02,2011,6,2011-06,Thursday,1,1,2,7.5
555388,17719,United Kingdom,2011-06-02 15:48:00,2011-06-02,2011,6,2011-06,Thursday,17,17,115,305.85
555389,14543,United Kingdom,2011-06-02 16:26:00,2011-06-02,2011,6,2011-06,Thursday,3,3,33,233.75
555392,14221,United Kingdom,2011-06-02 16:59:00,2011-06-02,2011,6,2011-06,Thursday,1,1,24,30.0
555393,14221,United Kingdom,2011-06-02 17:00:00,2011-06-02,2011,6,2011-06,Thursday,39,39,446,759.85
555394,12971,United Kingdom,2011-06-02 17:03:00,2011-06-02,2011,6,2011-06,Thursday,4,4,84,126.44
555395,12971,United Kingdom,2011-06-02 17:04:00,2011-06-02,2011,6,2011-06,Thursday,4,4,72,94.68
555396,16529,United Kingdom,2011-06-02 17:23:00,2011-06-02,2011,6,2011-06,Thursday,30,30,198,455.25
555399,15555,United Kingdom,2011-06-02 17:41:00,2011-06-02,2011,6,2011-06,Thursday,23,23,70,123.75
555400,14088,United Kingdom,2011-06-02 17:50:00,2011-06-02,2011,6,2011-06,Thursday,68,68,1330,5913.9
555401,14088,United Kingdom,2011-06-02 17:51:00,2011-06-02,2011,6,2011-06,Thursday,21,21,413,1896.03
555403,12676,Sweden,2011-06-02 18:06:00,2011-06-02,2011,6,2011-06,Thursday,4,4,53,81.55
555405,17531,United Kingdom,2011-06-02 19:17:00,2011-06-02,2011,6,2011-06,Thursday,14,14,136,296.7
555406,17231,United Kingdom,2011-06-02 19:50:00,2011-06-02,2011,6,2011-06,Thursday,54,50,259,385.19
555407,12775,Netherlands,2011-06-03 07:48:00,2011-06-03,2011,6,2011-06,Friday,14,14,328,404.8
555408,13294,United Kingdom,2011-06-03 08:54:00,2011-06-03,2011,6,2011-06,Friday,22,22,136,390.09
555410,16239,United Kingdom,2011-06-03 09:30:00,2011-06-03,2011,6,2011-06,Friday,15,15,182,347.9
555412,13069,United Kingdom,2011-06-03 09:46:00,2011-06-03,2011,6,2011-06,Friday,2,2,42,61.3
555413,17994,United Kingdom,2011-06-03 09:50:00,2011-06-03,2011,6,2011-06,Friday,28,27,168,226.98
555414,16230,United Kingdom,2011-06-03 10:06:00,2011-06-03,2011,6,2011-06,Friday,16,16,170,266.1
555415,14500,United Kingdom,2011-06-03 10:08:00,2011-06-03,2011,6,2011-06,Friday,5,4,103,284.85
555416,14408,United Kingdom,2011-06-03 10:15:00,2011-06-03,2011,6,2011-06,Friday,23,23,264,376.15
555417,12601,Germany,2011-06-03 10:17:00,2011-06-03,2011,6,2011-06,Friday,3,3,22,50.1
555418,15498,United Kingdom,2011-06-03 10:19:00,2011-06-03,2011,6,2011-06,Friday,32,32,347,1299.04
555419,15498,United Kingdom,2011-06-03 10:20:00,2011-06-03,2011,6,2011-06,Friday,1,1,2,17.0
555420,13458,United Kingdom,2011-06-03 10:29:00,2011-06-03,2011,6,2011-06,Friday,25,25,308,630.46
555422,12779,Poland,2011-06-03 10:37:00,2011-06-03,2011,6,2011-06,Friday,1,1,4,25.0
555470,12455,Spain,2011-06-03 11:33:00,2011-06-03,2011,6,2011-06,Friday,12,12,106,236.4
555471,16117,United Kingdom,2011-06-03 11:42:00,2011-06-03,2011,6,2011-06,Friday,30,30,130,232.21
555472,16701,United Kingdom,2011-06-03 11:46:00,2011-06-03,2011,6,2011-06,Friday,8,8,381,303.12
555473,14700,United Kingdom,2011-06-03 11:59:00,2011-06-03,2011,6,2011-06,Friday,36,35,527,819.55
555476,16593,United Kingdom,2011-06-03 12:17:00,2011-06-03,2011,6,2011-06,Friday,20,19,37,185.9
555477,12359,Cyprus,2011-06-03 12:26:00,2011-06-03,2011,6,2011-06,Friday,47,47,356,1109.32
555478,13777,United Kingdom,2011-06-03 12:28:00,2011-06-03,2011,6,2011-06,Friday,1,1,336,1139.04
555479,15189,United Kingdom,2011-06-03 12:35:00,2011-06-03,2011,6,2011-06,Friday,4,4,102,229.26
555485,17722,United Kingdom,2011-06-03 12:39:00,2011-06-03,2011,6,2011-06,Friday,19,19,90,357.3
555486,13248,United Kingdom,2011-06-03 13:05:00,2011-06-03,2011,6,2011-06,Friday,21,21,251,387.47
555488,16942,United Kingdom,2011-06-03 13:43:00,2011-06-03,2011,6,2011-06,Friday,51,51,107,330.28
555489,17949,United Kingdom,2011-06-03 13:48:00,2011-06-03,2011,6,2011-06,Friday,1,1,360,259.2
555490,17949,United Kingdom,2011-06-03 13:50:00,2011-06-03,2011,6,2011-06,Friday,1,1,120,1314.0
555491,16525,United Kingdom,2011-06-03 14:10:00,2011-06-03,2011,6,2011-06,Friday,4,4,104,333.0
555492,16967,United Kingdom,2011-06-03 14:24:00,2011-06-03,2011,6,2011-06,Friday,21,21,333,319.02
555493,13695,United Kingdom,2011-06-03 14:26:00,2011-06-03,2011,6,2011-06,Friday,10,10,228,340.44
555494,15737,United Kingdom,2011-06-03 14:33:00,2011-06-03,2011,6,2011-06,Friday,12,12,79,204.85
555495,17068,United Kingdom,2011-06-03 14:42:00,2011-06-03,2011,6,2011-06,Friday,15,15,137,312.75
555496,15405,United Kingdom,2011-06-03 14:44:00,2011-06-03,2011,6,2011-06,Friday,8,8,193,349.1
555497,16659,United Kingdom,2011-06-03 15:03:00,2011-06-03,2011,6,2011-06,Friday,2,2,72,39.12
555498,13885,United Kingdom,2011-06-03 15:07:00,2011-06-03,2011,6,2011-06,Friday,5,5,23,107.65
555499,15812,United Kingdom,2011-06-03 15:31:00,2011-06-03,2011,6,2011-06,Friday,27,27,147,289.46
555500,15508,United Kingdom,2011-06-03 15:32:00,2011-06-03,2011,6,2011-06,Friday,23,23,49,114.68
555501,15508,United Kingdom,2011-06-03 15:37:00,2011-06-03,2011,6,2011-06,Friday,14,14,90,241.48
555504,15508,United Kingdom,2011-06-03 15:43:00,2011-06-03,2011,6,2011-06,Friday,1,1,4,15.0
555507,16186,United Kingdom,2011-06-03 16:39:00,2011-06-03,2011,6,2011-06,Friday,16,16,218,300.14
555508,16880,United Kingdom,2011-06-03 16:45:00,2011-06-03,2011,6,2011-06,Friday,28,27,168,269.88
555509,13435,United Kingdom,2011-06-03 17:07:00,2011-06-03,2011,6,2011-06,Friday,21,21,410,443.72
555511,17708,United Kingdom,2011-06-05 10:12:00,2011-06-05,2011,6,2011-06,Sunday,9,9,58,156.48
555512,18198,United Kingdom,2011-06-05 10:37:00,2011-06-05,2011,6,2011-06,Sunday,2,2,296,325.68
555513,12980,United Kingdom,2011-06-05 10:38:00,2011-06-05,2011,6,2011-06,Sunday,3,3,114,892.62
555514,17071,United Kingdom,2011-06-05 10:41:00,2011-06-05,2011,6,2011-06,Sunday,21,21,102,252.19
555515,17690,United Kingdom,2011-06-05 10:47:00,2011-06-05,2011,6,2011-06,Sunday,47,46,231,838.23
555516,17706,United Kingdom,2011-06-05 10:50:00,2011-06-05,2011,6,2011-06,Sunday,25,25,100,302.42
555517,13131,United Kingdom,2011-06-05 10:54:00,2011-06-05,2011,6,2011-06,Sunday,14,14,128,324.9
555518,14891,United Kingdom,2011-06-05 10:58:00,2011-06-05,2011,6,2011-06,Sunday,27,27,434,449.38
555519,16682,United Kingdom,2011-06-05 11:02:00,2011-06-05,2011,6,2011-06,Sunday,11,11,514,525.5
555520,15038,United Kingdom,2011-06-05 11:14:00,2011-06-05,2011,6,2011-06,Sunday,29,29,32,116.09
555521,13576,United Kingdom,2011-06-05 11:21:00,2011-06-05,2011,6,2011-06,Sunday,5,5,147,389.61
555522,15796,United Kingdom,2011-06-05 11:29:00,2011-06-05,2011,6,2011-06,Sunday,14,14,105,273.13
555523,12468,Germany,2011-06-05 11:36:00,2011-06-05,2011,6,2011-06,Sunday,25,25,237,472.95
555524,16923,United Kingdom,2011-06-05 11:37:00,2011-06-05,2011,6,2011-06,Sunday,42,39,220,480.02
555525,14709,United Kingdom,2011-06-05 11:40:00,2011-06-05,2011,6,2011-06,Sunday,12,12,136,332.9
555526,14364,United Kingdom,2011-06-05 11:42:00,2011-06-05,2011,6,2011-06,Sunday,9,9,352,645.3
555527,14364,United Kingdom,2011-06-05 11:44:00,2011-06-05,2011,6,2011-06,Sunday,4,4,73,399.35
555528,15694,United Kingdom,2011-06-05 11:44:00,2011-06-05,2011,6,2011-06,Sunday,3,3,104,324.72
555530,16923,United Kingdom,2011-06-05 11:46:00,2011-06-05,2011,6,2011-06,Sunday,1,1,24,61.2
555531,12678,France,2011-06-05 11:53:00,2011-06-05,2011,6,2011-06,Sunday,17,17,1184,1741.52
555533,15722,United Kingdom,2011-06-05 12:12:00,2011-06-05,2011,6,2011-06,Sunday,21,20,183,435.25
555534,14682,United Kingdom,2011-06-05 12:12:00,2011-06-05,2011,6,2011-06,Sunday,1,1,48,31.2
555535,16458,United Kingdom,2011-06-05 12:16:00,2011-06-05,2011,6,2011-06,Sunday,10,10,112,166.3
555536,17675,United Kingdom,2011-06-05 12:28:00,2011-06-05,2011,6,2011-06,Sunday,11,11,86,239.46
555537,15453,United Kingdom,2011-06-05 12:37:00,2011-06-05,2011,6,2011-06,Sunday,39,39,95,194.34
555538,14512,United Kingdom,2011-06-05 12:39:00,2011-06-05,2011,6,2011-06,Sunday,9,9,72,148.96
555539,14472,United Kingdom,2011-06-05 12:44:00,2011-06-05,2011,6,2011-06,Sunday,26,25,117,201.45
555540,13668,United Kingdom,2011-06-05 12:48:00,2011-06-05,2011,6,2011-06,Sunday,29,29,160,302.81
555541,16883,United Kingdom,2011-06-05 12:51:00,2011-06-05,2011,6,2011-06,Sunday,20,20,49,144.45
555542,15108,European Community,2011-06-05 12:51:00,2011-06-05,2011,6,2011-06,Sunday,19,19,127,387.05
555543,13089,United Kingdom,2011-06-05 12:59:00,2011-06-05,2011,6,2011-06,Sunday,13,13,324,627.04
555544,14621,United Kingdom,2011-06-05 13:05:00,2011-06-05,2011,6,2011-06,Sunday,17,17,152,330.61
555545,17735,United Kingdom,2011-06-05 13:08:00,2011-06-05,2011,6,2011-06,Sunday,50,50,581,873.85
555546,17735,United Kingdom,2011-06-05 13:09:00,2011-06-05,2011,6,2011-06,Sunday,13,13,118,228.3
555547,12681,France,2011-06-05 13:13:00,2011-06-05,2011,6,2011-06,Sunday,31,31,347,637.91
555548,17811,United Kingdom,2011-06-05 13:16:00,2011-06-05,2011,6,2011-06,Sunday,9,9,99,147.05
555549,13637,United Kingdom,2011-06-05 13:24:00,2011-06-05,2011,6,2011-06,Sunday,29,27,139,262.25
555550,15245,United Kingdom,2011-06-05 13:29:00,2011-06-05,2011,6,2011-06,Sunday,16,16,408,486.24
555551,14696,United Kingdom,2011-06-05 13:32:00,2011-06-05,2011,6,2011-06,Sunday,16,16,185,298.79
555552,13610,United Kingdom,2011-06-05 13:44:00,2011-06-05,2011,6,2011-06,Sunday,28,28,68,121.7
555553,12662,Germany,2011-06-05 13:45:00,2011-06-05,2011,6,2011-06,Sunday,30,30,288,457.68
555554,13742,United Kingdom,2011-06-05 13:46:00,2011-06-05,2011,6,2011-06,Sunday,13,13,54,319.0
555555,16963,United Kingdom,2011-06-05 13:48:00,2011-06-05,2011,6,2011-06,Sunday,7,7,35,110.55
555556,15704,United Kingdom,2011-06-05 14:04:00,2011-06-05,2011,6,2011-06,Sunday,27,27,255,568.47
555557,13682,United Kingdom,2011-06-05 14:06:00,2011-06-05,2011,6,2011-06,Sunday,3,3,10,59.5
555558,14159,United Kingdom,2011-06-05 14:06:00,2011-06-05,2011,6,2011-06,Sunday,102,100,425,455.93
555559,13862,United Kingdom,2011-06-05 14:18:00,2011-06-05,2011,6,2011-06,Sunday,20,20,206,300.2
555560,17346,United Kingdom,2011-06-05 14:20:00,2011-06-05,2011,6,2011-06,Sunday,40,40,165,146.15
555561,16654,United Kingdom,2011-06-05 14:38:00,2011-06-05,2011,6,2011-06,Sunday,1,1,12,35.4
555562,17841,United Kingdom,2011-06-05 14:45:00,2011-06-05,2011,6,2011-06,Sunday,75,73,198,371.51
555564,15005,United Kingdom,2011-06-05 15:01:00,2011-06-05,2011,6,2011-06,Sunday,48,47,269,287.82
555565,15298,United Kingdom,2011-06-05 15:06:00,2011-06-05,2011,6,2011-06,Sunday,33,33,354,538.76
555566,14659,United Kingdom,2011-06-05 15:19:00,2011-06-05,2011,6,2011-06,Sunday,25,25,91,216.63
555567,17050,United Kingdom,2011-06-05 15:25:00,2011-06-05,2011,6,2011-06,Sunday,42,42,306,459.75
555568,17589,United Kingdom,2011-06-05 15:25:00,2011-06-05,2011,6,2011-06,Sunday,55,55,372,620.65
555569,12727,France,2011-06-05 15:29:00,2011-06-05,2011,6,2011-06,Sunday,18,18,358,703.08
555570,15152,United Kingdom,2011-06-05 15:36:00,2011-06-05,2011,6,2011-06,Sunday,43,43,429,756.1
555571,15462,United Kingdom,2011-06-05 15:36:00,2011-06-05,2011,6,2011-06,Sunday,5,5,76,105.0
555572,12449,Belgium,2011-06-05 15:37:00,2011-06-05,2011,6,2011-06,Sunday,47,47,384,768.93
555573,15349,United Kingdom,2011-06-05 15:46:00,2011-06-05,2011,6,2011-06,Sunday,59,58,244,356.21
555574,12417,Belgium,2011-06-05 15:46:00,2011-06-05,2011,6,2011-06,Sunday,22,22,131,392.19
555575,14466,United Kingdom,2011-06-05 15:47:00,2011-06-05,2011,6,2011-06,Sunday,10,10,143,310.05
555576,13410,United Kingdom,2011-06-05 15:52:00,2011-06-05,2011,6,2011-06,Sunday,2,2,72,140.4
555577,15301,United Kingdom,2011-06-05 15:53:00,2011-06-05,2011,6,2011-06,Sunday,29,29,241,557.85
555578,15301,United Kingdom,2011-06-05 15:54:00,2011-06-05,2011,6,2011-06,Sunday,4,4,66,114.06
555579,13983,United Kingdom,2011-06-05 16:02:00,2011-06-05,2011,6,2011-06,Sunday,5,5,94,125.19
555580,13983,United Kingdom,2011-06-05 16:05:00,2011-06-05,2011,6,2011-06,Sunday,1,1,25,10.5
555581,13865,United Kingdom,2011-06-06 08:04:00,2011-06-06,2011,6,2011-06,Monday,10,10,58,159.22
555582,14312,United Kingdom,2011-06-06 09:01:00,2011-06-06,2011,6,2011-06,Monday,16,16,145,260.57
555583,13534,United Kingdom,2011-06-06 09:03:00,2011-06-06,2011,6,2011-06,Monday,17,17,178,304.28
555584,16906,United Kingdom,2011-06-06 09:04:00,2011-06-06,2011,6,2011-06,Monday,6,6,118,181.3
555585,16029,United Kingdom,2011-06-06 09:12:00,2011-06-06,2011,6,2011-06,Monday,4,4,324,612.0
555586,14232,United Kingdom,2011-06-06 09:12:00,2011-06-06,2011,6,2011-06,Monday,14,14,241,310.79
555587,15687,United Kingdom,2011-06-06 09:13:00,2011-06-06,2011,6,2011-06,Monday,14,14,128,277.0
555588,16849,United Kingdom,2011-06-06 09:16:00,2011-06-06,2011,6,2011-06,Monday,8,8,33,124.57
555589,12802,Netherlands,2011-06-06 09:36:00,2011-06-06,2011,6,2011-06,Monday,24,24,312,397.58
555590,17690,United Kingdom,2011-06-06 09:39:00,2011-06-06,2011,6,2011-06,Monday,3,3,60,75.0
555591,15073,United Kingdom,2011-06-06 09:59:00,2011-06-06,2011,6,2011-06,Monday,22,22,214,430.98
555592,14215,United Kingdom,2011-06-06 10:04:00,2011-06-06,2011,6,2011-06,Monday,11,11,132,176.16
555593,16298,United Kingdom,2011-06-06 10:06:00,2011-06-06,2011,6,2011-06,Monday,7,7,50,114.3
555594,13880,United Kingdom,2011-06-06 10:09:00,2011-06-06,2011,6,2011-06,Monday,17,17,122,312.94
555601,15852,United Kingdom,2011-06-06 11:22:00,2011-06-06,2011,6,2011-06,Monday,1,1,10,57.5
555602,16235,United Kingdom,2011-06-06 11:26:00,2011-06-06,2011,6,2011-06,Monday,17,17,145,320.83
555603,16209,United Kingdom,2011-06-06 11:36:00,2011-06-06,2011,6,2011-06,Monday,17,17,273,262.11
555604,16612,United Kingdom,2011-06-06 11:37:00,2011-06-06,2011,6,2011-06,Monday,24,24,197,428.85
555620,12748,United Kingdom,2011-06-06 11:46:00,2011-06-06,2011,6,2011-06,Monday,1,1,20,13.0
555626,16103,United Kingdom,2011-06-06 11:55:00,2011-06-06,2011,6,2011-06,Monday,13,13,92,270.8
555627,15805,United Kingdom,2011-06-06 11:57:00,2011-06-06,2011,6,2011-06,Monday,10,10,212,130.44
555628,15260,United Kingdom,2011-06-06 11:59:00,2011-06-06,2011,6,2011-06,Monday,16,16,148,387.88
555630,14732,United Kingdom,2011-06-06 12:04:00,2011-06-06,2011,6,2011-06,Monday,23,23,284,302.72
555631,18118,United Kingdom,2011-06-06 12:06:00,2011-06-06,2011,6,2011-06,Monday,40,40,85,191.61
555632,13798,United Kingdom,2011-06-06 12:16:00,2011-06-06,2011,6,2011-06,Monday,4,4,280,509.2
555633,14534,United Kingdom,2011-06-06 12:22:00,2011-06-06,2011,6,2011-06,Monday,17,17,73,144.97
555634,13319,United Kingdom,2011-06-06 12:29:00,2011-06-06,2011,6,2011-06,Monday,9,9,88,210.06
555635,13319,United Kingdom,2011-06-06 12:29:00,2011-06-06,2011,6,2011-06,Monday,15,15,140,272.0
555637,12535,France,2011-06-06 12:47:00,2011-06-06,2011,6,2011-06,Monday,18,18,115,371.45
555638,15150,United Kingdom,2011-06-06 12:51:00,2011-06-06,2011,6,2011-06,Monday,61,61,623,816.82
555640,14475,United Kingdom,2011-06-06 13:06:00,2011-06-06,2011,6,2011-06,Monday,12,12,112,315.62
555642,18248,United Kingdom,2011-06-06 13:18:00,2011-06-06,2011,6,2011-06,Monday,28,28,242,496.46
555644,16520,United Kingdom,2011-06-06 13:24:00,2011-06-06,2011,6,2011-06,Monday,42,42,202,423.65
555645,18016,United Kingdom,2011-06-06 13:31:00,2011-06-06,2011,6,2011-06,Monday,18,18,87,164.01
555646,14135,United Kingdom,2011-06-06 13:32:00,2011-06-06,2011,6,2011-06,Monday,6,6,232,320.2
555647,12957,United Kingdom,2011-06-06 13:43:00,2011-06-06,2011,6,2011-06,Monday,28,28,220,586.52
555648,14623,United Kingdom,2011-06-06 13:46:00,2011-06-06,2011,6,2011-06,Monday,40,39,79,200.5
555649,15386,United Kingdom,2011-06-06 13:47:00,2011-06-06,2011,6,2011-06,Monday,31,31,446,394.14
555650,14156,EIRE,2011-06-06 13:48:00,2011-06-06,2011,6,2011-06,Monday,45,45,404,958.12
555651,17361,United Kingdom,2011-06-06 14:02:00,2011-06-06,2011,6,2011-06,Monday,16,15,51,218.92
555653,17673,United Kingdom,2011-06-06 14:12:00,2011-06-06,2011,6,2011-06,Monday,44,44,202,287.19
555654,18236,United Kingdom,2011-06-06 14:13:00,2011-06-06,2011,6,2011-06,Monday,10,10,66,181.3
555691,12843,United Kingdom,2011-06-06 14:31:00,2011-06-06,2011,6,2011-06,Monday,23,23,195,444.45
555695,16168,United Kingdom,2011-06-06 14:32:00,2011-06-06,2011,6,2011-06,Monday,5,5,66,143.5
555701,14498,United Kingdom,2011-06-06 14:34:00,2011-06-06,2011,6,2011-06,Monday,14,14,96,147.02
555702,14201,United Kingdom,2011-06-06 14:35:00,2011-06-06,2011,6,2011-06,Monday,3,3,28,46.84
555703,15379,United Kingdom,2011-06-06 15:06:00,2011-06-06,2011,6,2011-06,Monday,19,19,291,309.38
555704,14944,United Kingdom,2011-06-06 15:06:00,2011-06-06,2011,6,2011-06,Monday,22,22,357,507.7
555705,14713,United Kingdom,2011-06-06 15:24:00,2011-06-06,2011,6,2011-06,Monday,23,23,137,247.61
555719,12609,Germany,2011-06-06 15:31:00,2011-06-06,2011,6,2011-06,Monday,26,26,290,422.8
555720,16611,United Kingdom,2011-06-06 15:46:00,2011-06-06,2011,6,2011-06,Monday,10,9,47,129.49
555724,15737,United Kingdom,2011-06-06 16:22:00,2011-06-06,2011,6,2011-06,Monday,1,1,2,15.0
555725,15737,United Kingdom,2011-06-06 16:23:00,2011-06-06,2011,6,2011-06,Monday,1,1,2,17.0
555726,12540,Spain,2011-06-06 16:23:00,2011-06-06,2011,6,2011-06,Monday,22,22,171,301.99
555728,17252,United Kingdom,2011-06-06 16:41:00,2011-06-06,2011,6,2011-06,Monday,85,85,190,337.01
555731,16655,United Kingdom,2011-06-07 07:49:00,2011-06-07,2011,6,2011-06,Tuesday,19,19,139,418.45
555732,14542,United Kingdom,2011-06-07 08:19:00,2011-06-07,2011,6,2011-06,Tuesday,5,5,19,103.25
555733,16839,United Kingdom,2011-06-07 08:21:00,2011-06-07,2011,6,2011-06,Tuesday,5,5,304,402.08
555734,17696,United Kingdom,2011-06-07 08:21:00,2011-06-07,2011,6,2011-06,Tuesday,13,13,157,343.75
